Sentence,Original_Entity,Predicted_Entity
"'' Charles Dias '' ' Ã¢ÂÂ Celta , ' '' MÃÂ¡laga '' ' Ã¢ÂÂ 2013-","['Celta', (50214, 50214), 'ORG']","['Celta', 28, 'LOC']"
** Mike Emrick ( NBC / Versus ),"['Versus', (50256, 50256), 'ORG']","['Versus', 23, 'LOC']"
"Circuit Paul Armagnac , Nogaro , France","['Circuit Paul Armagnac', (50310, 50312), 'ORG']","['Circuit Paul Armagnac', 0, 'PERSON']"
"Albrandswaard , Barendrecht , Bernisse , Binnenmaas , Brielle , Capelle aan den IJssel , Cromstrijen , Goeree-Overflakkee , Hellevoetsluis , Korendijk , Krimpen aan den IJssel , Lansingerland , Maassluis , Nederlek , Oud-Beijerland , Ouderkerk , Ridderkerk , Rotterdam , Schiedam , Spijkenisse , Strijen , Vlaardingen , Westvoorne , Zuidplas","['Oud-Beijerland', (50572, 50572), 'LOC']","['Oud-Beijerland', 217, 'PERSON']"
"A.W. Tozer , 1954","['A.W. Tozer', (50774, 50775), 'ORG']","['A.W. Tozer', 0, 'PERSON']"
' '' Bulgarian women 's championship ( 10 ) ' '',"[""Bulgarian women 's championship"", (50827, 50830), 'ORG']","[""Bulgarian women 's championship"", 5, 'LOC']"
** '' Hylomys megalotis '' ( Long-eared gymnure ),"['Hylomys megalotis', (50900, 50901), 'ORG']","['Hylomys megalotis', 6, 'LOC']"
"The monks were slaughtered mercilessly , especially those of St Savvas Monastery .","['St Savvas Monastery', (50936, 50938), 'LOC']","['St Savvas Monastery', 61, 'ORG']"
'' Endangered Species '' ( 2004 ),"['Endangered Species', (51081, 51082), 'ORG']","['Endangered Species', 3, 'PERSON']"
MDR Fernsehen ( Sachsen ),"['MDR Fernsehen', (51127, 51128), 'ORG']","['MDR Fernsehen', 0, 'PERSON']"
"His narrative of these travels , which he wrote in 1842 at the age of 80 , is a first-hand account of the early settlement of the Midwest .","['Midwest', (51159, 51159), 'ORG']","['Midwest', 130, 'LOC']"
"Capsized in the Amazon River , at Cajari , MacapÃÂ¡ .","['MacapÃ\x83Â¡', (51215, 51215), 'LOC']","['MacapÃ\x83Â¡', 43, 'PERSON']"
Reactions proceed under mild conditions and give exclusively Markovnikov product .,"['Markovnikov product', (51245, 51246), 'ORG']","['Markovnikov product', 61, 'LOC']"
"It was formed from portions of New Castle Hundred , Christiana Hundred and Red Lion Hundred in 1710 .","['New Castle Hundred', (51271, 51273), 'LOC']","['New Castle Hundred', 31, 'ORG']"
"It was formed from portions of New Castle Hundred , Christiana Hundred and Red Lion Hundred in 1710 .","['Christiana Hundred', (51275, 51276), 'LOC']","['Christiana Hundred', 52, 'PERSON']"
"It was formed from portions of New Castle Hundred , Christiana Hundred and Red Lion Hundred in 1710 .","['Red Lion Hundred', (51278, 51280), 'LOC']","['Red Lion Hundred', 75, 'ORG']"
It is the first book in the Bartimaeus trilogy '' written by Jonathan Stroud .,"['Bartimaeus trilogy', (51304, 51305), 'ORG']","['Bartimaeus trilogy', 28, 'LOC']"
"' Ultimately , the word descends from Proto-Germanic ''*laikaz '' .","['Proto-Germanic', (51418, 51418), 'ORG']","['Proto-Germanic', 38, 'LOC']"
"New York Magazine , Paper ( magazine ) , BuzzFeed , Gawker , and National Journal , among others .","['BuzzFeed', (51540, 51540), 'ORG']","['BuzzFeed', 41, 'LOC']"
"New York Magazine , Paper ( magazine ) , BuzzFeed , Gawker , and National Journal , among others .","['Gawker', (51542, 51542), 'ORG']","['Gawker', 52, 'LOC']"
"He was mentioned in the will of Wulfric Spot , brother of ÃÂlfhelm and son of Wulfrun .","['Wulfric Spot', (51566, 51567), 'PERSON']","['Wulfric Spot', 32, 'ORG']"
"He was mentioned in the will of Wulfric Spot , brother of ÃÂlfhelm and son of Wulfrun .","['Wulfrun', (51575, 51575), 'PERSON']","['Wulfrun', 80, 'LOC']"
Metropolis ( 2013 ) '',"['Metropolis', (51712, 51712), 'ORG']","['Metropolis', 0, 'LOC']"
"**** ACC in Charlotte , North Carolina : ( 1 ) North Carolina 86 , Clemson 81","['Charlotte , North Carolina', (51767, 51770), 'ORG']","['Charlotte , North Carolina', 12, 'LOC']"
"**** ACC in Charlotte , North Carolina : ( 1 ) North Carolina 86 , Clemson 81","['North Carolina', (51775, 51776), 'ORG']","['North Carolina', 47, 'LOC']"
Premier of Ontario Ã¢ÂÂ William Hearst,"['Premier of Ontario', (51877, 51879), 'PERSON']","['Premier of Ontario', 0, 'LOC']"
"From the trailers the following books are used as influences and go under the spell Morgan le Fay was under in books 5-8 but actually use books 1 , 2 , 4 , and 13 .","['Morgan le Fay', (51898, 51900), 'PERSON']","['Morgan le Fay', 84, 'ORG']"
'' Mr. Novak '' ( 1963Ã¢ÂÂ1965 ) high-school student,"['Mr. Novak', (51962, 51963), 'PERSON']","['Mr. Novak', 3, 'ORG']"
Serra de Llaberia ( Catalan Pre-Coastal Range ),"['Serra de Llaberia', (51979, 51981), 'LOC']","['Serra de Llaberia', 0, 'ORG']"
Serra de Llaberia ( Catalan Pre-Coastal Range ),"['Catalan Pre-Coastal Range', (51983, 51985), 'LOC']","['Catalan Pre-Coastal Range', 20, 'PERSON']"
Yesan FC ( 2003Ã¢ÂÂ2010 ),"['Yesan FC', (52120, 52121), 'ORG']","['Yesan FC', 0, 'PERSON']"
There were re-runs airing on TV1 on Galaxy / Foxtel .,"['TV1', (52196, 52196), 'ORG']","['TV1', 29, 'LOC']"
There were re-runs airing on TV1 on Galaxy / Foxtel .,"['Galaxy', (52198, 52198), 'ORG']","['Galaxy', 36, 'LOC']"
There were re-runs airing on TV1 on Galaxy / Foxtel .,"['Foxtel', (52200, 52200), 'ORG']","['Foxtel', 45, 'LOC']"
"Bethesda Terrace , New York , New York .","['Bethesda Terrace', (52302, 52303), 'ORG']","['Bethesda Terrace', 0, 'PERSON']"
Bryan George Williams - 1970,"['Bryan George Williams', (52331, 52333), 'ORG']","['Bryan George Williams', 0, 'PERSON']"
"'' Ottoman Empire '' ' Ã¢ÂÂ Murad II , Ottoman Sultan ( 1421Ã¢ÂÂ1451 )","['Ottoman Sultan', (52459, 52460), 'ORG']","['Ottoman Sultan', 41, 'PERSON']"
"Bahraini captives in Guantanamo , including Juma Al Dossary and Abdulla Majid Al Naimi","['Juma Al Dossary', (52668, 52670), 'ORG']","['Juma Al Dossary', 44, 'PERSON']"
"The album has been compared to the work of artists such as David Bowie , Outkast , Prince and Michael Jackson .","['Outkast', (52736, 52736), 'ORG']","['Outkast', 73, 'LOC']"
"The album has been compared to the work of artists such as David Bowie , Outkast , Prince and Michael Jackson .","['Prince', (52738, 52738), 'PERSON']","['Prince', 83, 'LOC']"
' '' Lancia '' ',"['Lancia', (52758, 52758), 'ORG']","['Lancia', 5, 'LOC']"
'' Light Lunch '' ( 1997 ) Ã¢ÂÂ¦ Himself,"['Light Lunch', (52771, 52772), 'ORG']","['Light Lunch', 3, 'PERSON']"
In 2010 he played for the Junior Kiwis .,"['Junior Kiwis', (52785, 52786), 'ORG']","['Junior Kiwis', 26, 'PERSON']"
Gradski stadion Tetovo Ã¢ÂÂ Tetovo,"['Gradski stadion Tetovo', (52833, 52835), 'ORG']","['Gradski stadion Tetovo', 0, 'LOC']"
=== Mistah F.A.B . Ã¢ÂÂ Son of a Pimp '' ===,"['Son of a Pimp', (53042, 53045), 'ORG']","['Son of a Pimp', 26, 'PERSON']"
"Still , his adventurous side wanted to see what more , so he crossed the Florida Straits with nine others , settling first in Miami Beach .","['Miami Beach', (53080, 53081), 'ORG']","['Miami Beach', 126, 'LOC']"
It premiered on Broadway in 1972 and was staged in the West End twenty years later .,"['Broadway', (53095, 53095), 'ORG']","['Broadway', 16, 'LOC']"
"Arla Foods UK are based at Stourton , Northern Foods based at Cross Green and Goldenfry at Wetherby .","['Cross Green', (53140, 53141), 'LOC']","['Cross Green', 62, 'ORG']"
"Arla Foods UK are based at Stourton , Northern Foods based at Cross Green and Goldenfry at Wetherby .","['Goldenfry', (53143, 53143), 'ORG']","['Goldenfry', 78, 'LOC']"
'' Kingdom of Aragon '' ' Ã¢ÂÂ James I ( 1213Ã¢ÂÂ1276 ),"['Kingdom of Aragon', (53179, 53181), 'ORG']","['Kingdom of Aragon', 3, 'LOC']"
Varbergs BoIS 18 8 5 5 40-27 21,"['Varbergs BoIS', (53251, 53252), 'ORG']","['Varbergs BoIS', 0, 'PERSON']"
"George Henry Hay , 8th Earl of Kinnoull ( 1689Ã¢ÂÂ1758 )","['George Henry Hay , 8th Earl of Kinnoull', (53272, 53279), 'ORG']","['George Henry Hay , 8th Earl of Kinnoull', 0, 'PERSON']"
**** Hesse-Butzbach ( 1609Ã¢ÂÂ1642 ),"['Hesse-Butzbach', (53321, 53321), 'PERSON']","['Hesse-Butzbach', 5, 'LOC']"
'' Anistelma '' Raf . = Hedyotis '' L .,"['Raf .', (53332, 53333), 'PERSON']","['Raf .', 16, 'ORG']"
"Later , he studied conducting under Ilya Musin in Leningrad Conservatory .","['Leningrad Conservatory', (53397, 53398), 'ORG']","['Leningrad Conservatory', 50, 'LOC']"
In November 1971 Puis moved to rival Club Brugge .,"['Club Brugge', (53483, 53484), 'ORG']","['Club Brugge', 37, 'LOC']"
'' published in 2009 by Macmillan Children 's Books .,"[""Macmillan Children 's Books"", (53544, 53547), 'ORG']","[""Macmillan Children 's Books"", 24, 'PERSON']"
They play their home matches at the Olympia in Helsingborg .,"['Olympia', (53568, 53568), 'ORG']","['Olympia', 36, 'LOC']"
He was elected to the Legislative Assembly of the Province of Canada for Saint-Hyacinthe in 1841 ; he was reelected in 1844 and 1848 .,"['Saint-Hyacinthe', (53603, 53603), 'ORG']","['Saint-Hyacinthe', 73, 'LOC']"
David Ruhe ( 1968Ã¢ÂÂ1993 ),"['David Ruhe', (53775, 53776), 'ORG']","['David Ruhe', 0, 'PERSON']"
"He signed for Chesterfield on 20 July 2007 , until the end of June 2009 .","['Chesterfield', (53842, 53842), 'ORG']","['Chesterfield', 14, 'LOC']"
"Peterson Field , Colorado 26 October 1943 Ã¢ÂÂ 1 April 1944","['Peterson Field', (53894, 53895), 'ORG']","['Peterson Field', 0, 'PERSON']"
"1818 first elected in 1867 as Conservative member for Cardwell , Ontario .","['Conservative', (54123, 54123), 'ORG']","['Conservative', 30, 'LOC']"
"He was born in HuÃ¡ÂºÂ¿ , where he now lives .","['HuÃ¡ÂºÂ¿', (54148, 54148), 'LOC']","['HuÃ¡ÂºÂ¿', 15, 'ORG']"
' '' Tekelspor '' ',"['Tekelspor', (54186, 54186), 'ORG']","['Tekelspor', 5, 'LOC']"
** '' Club Brugge '' ' 1 Ã¢ÂÂ 1 RuÃÂ¾omberok ( agg .,"['Club Brugge', (54198, 54199), 'ORG']","['Club Brugge', 6, 'LOC']"
"Empty '' ( 2008 , BBC Two )","['Empty', (54267, 54267), 'ORG']","['Empty', 0, 'LOC']"
"2007 : Knowshon Moreno , RB , Georgia","['Knowshon Moreno', (54301, 54302), 'PERSON']","['Knowshon Moreno', 7, 'ORG']"
"During the 1960s , as a member of the Flying Burrito Brothers , Gram Parsons became fascinated by Joshua Tree National Monument .","['Joshua Tree National Monument', (54672, 54675), 'LOC']","['Joshua Tree National Monument', 98, 'PERSON']"
"It came into being on January 1 , 1999 , as a result of the Polish local government reforms passed in 1998 .","['Polish local government reforms', (54708, 54711), 'ORG']","['Polish local government reforms', 60, 'LOC']"
' '' San Marino '' ',"['San Marino', (54748, 54749), 'LOC']","['San Marino', 5, 'ORG']"
Justine Henin-Hardenne ( Belgium ),"['Justine Henin-Hardenne', (54891, 54892), 'ORG']","['Justine Henin-Hardenne', 0, 'PERSON']"
"Square Enix , Sony Computer Entertainment","['Square Enix', (54978, 54979), 'ORG']","['Square Enix', 0, 'PERSON']"
"*Location : Saitama Super Arena , Zepp Osaka , Zepp Tokyo","['Zepp Osaka', (55028, 55029), 'ORG']","['Zepp Osaka', 34, 'PERSON']"
"Villages : BiaÃÂowieÃÂ¼a , Pogorzelce , Narewka , Nowe Lewkowo and Stare Lewkowo .","['Nowe Lewkowo', (55164, 55165), 'LOC']","['Nowe Lewkowo', 53, 'PERSON']"
Yu-bin]] ( Wonder Girls ),"['Wonder Girls', (55190, 55191), 'ORG']","['Wonder Girls', 11, 'PERSON']"
"'' Phengaris teleius '' ( Bergstrasser , 1779 )","['Phengaris teleius', (55256, 55257), 'ORG']","['Phengaris teleius', 3, 'LOC']"
"The species occurs locally across Central Europe , Asia Minor and North Africa , where its population is considered stable .","['Asia Minor', (55291, 55292), 'ORG']","['Asia Minor', 51, 'PERSON']"
Otus umbra '' ( Simeulue scops owl ),"['Otus umbra', (55378, 55379), 'ORG']","['Otus umbra', 0, 'LOC']"
===Top 5 - Madonna ''vs '' Michael Jackson ===,"['Madonna', (55389, 55389), 'PERSON']","['Madonna', 11, 'LOC']"
"Buena Park , Buena Park","['Buena Park', (55566, 55567), 'ORG']","['Buena Park', 0, 'PERSON']"
"It was described by Moore in 1885 , and is known from Sri Lanka .","['Moore', (55612, 55612), 'PERSON']","['Moore', 20, 'ORG']"
"His mother was the daughter of John , Margrave of Brandenburg-Kulmbach , and the niece of Emperor Sigismund of the Holy Roman Empire .","['Holy Roman Empire', (55673, 55675), 'ORG']","['Holy Roman Empire', 115, 'LOC']"
It was described by Schaus in 1920 .,"['Schaus', (55689, 55689), 'PERSON']","['Schaus', 20, 'LOC']"
"In 1929 he was signed by Arsenal as an intended replacement for Jack Lambert , making his debut against Birmingham City on 9 November 1929 .","['Birmingham City', (55712, 55713), 'ORG']","['Birmingham City', 104, 'LOC']"
"From the 16th century to 18th century , the Kingdom of France claimed ownership of large parts of North America .","['Kingdom of France', (55916, 55918), 'ORG']","['Kingdom of France', 44, 'LOC']"
Frank Lloyd Wright was also working at Adler & Sullivan at this time .,"['Adler & Sullivan', (55969, 55971), 'PERSON']","['Adler & Sullivan', 39, 'ORG']"
***Leaders after second round : ( 1 ) Ricky Barnes 132 ( Ã¢ÂÂ8 ) ( 2 ) Lucas Glover 133 ( Ã¢ÂÂ7 ) ( 3 ) Mike Weir 134 ( Ã¢ÂÂ6 ),"['Lucas Glover', (56185, 56186), 'PERSON']","['Lucas Glover', 73, 'ORG']"
"After her death , her younger sister became Queen consort of Nepal .","['Queen consort of Nepal', (56328, 56331), 'PERSON']","['Queen consort of Nepal', 44, 'LOC']"
Rochester Rhinos Ã¢ÂÂ Montreal Impact,"['Rochester Rhinos', (56435, 56436), 'ORG']","['Rochester Rhinos', 0, 'PERSON']"
"Jackson Volcano in Jackson , Mississippi and Diamond Head in Honolulu being the others .","['Jackson Volcano', (56447, 56448), 'LOC']","['Jackson Volcano', 0, 'PERSON']"
"Jackson Volcano in Jackson , Mississippi and Diamond Head in Honolulu being the others .","['Diamond Head', (56454, 56455), 'LOC']","['Diamond Head', 45, 'PERSON']"
"Jackson Volcano in Jackson , Mississippi and Diamond Head in Honolulu being the others .","['Honolulu', (56457, 56457), 'ORG']","['Honolulu', 61, 'LOC']"
A full length LP was released with the help of Sonic Unyon in 2009 .,"['Sonic Unyon', (56487, 56488), 'ORG']","['Sonic Unyon', 47, 'PERSON']"
Tattoo '' Ã¢ÂÂ Bristol,"['Tattoo', (56503, 56503), 'ORG']","['Tattoo', 0, 'LOC']"
"Merged into Radioman on October 1 , 1998 .","['Radioman', (56541, 56541), 'ORG']","['Radioman', 12, 'LOC']"
Their paternal grandparents were Louis VIII of France and Blanche of Castile .,"['Blanche of Castile', (56580, 56582), 'PERSON']","['Blanche of Castile', 58, 'ORG']"
' '' Outline of Transnistria '' ' '' - Pridnestrovian Moldavian Republic,"['Outline of Transnistria', (56598, 56600), 'LOC']","['Outline of Transnistria', 5, 'ORG']"
*Libog Ã¢ÂÂ Santo Domingo ( 1959 ),"['Santo Domingo', (56622, 56623), 'LOC']","['Santo Domingo', 14, 'ORG']"
"Their third album , Boys '' , was released on May 20 , 2014 .","['Boys', (56670, 56670), 'ORG']","['Boys', 20, 'LOC']"
'' Sukhothai Kingdom '' ' Ã¢ÂÂ Sri Indraditya ( 1249Ã¢ÂÂ1257 ),"['Sukhothai Kingdom', (56844, 56845), 'ORG']","['Sukhothai Kingdom', 3, 'LOC']"
It was made at Pinewood Studios .,"['Pinewood Studios', (56864, 56865), 'LOC']","['Pinewood Studios', 15, 'ORG']"
"Brisbane , Australia ; Hong Kong , China ;","['Brisbane , Australia', (56902, 56904), 'ORG']","['Brisbane , Australia', 0, 'LOC']"
`` Victory '' ( Performed with Sizzla ),"['Sizzla', (56994, 56994), 'PERSON']","['Sizzla', 31, 'LOC']"
'' The Greatest American Hero '' ( 1981Ã¢ÂÂ1983 ),"['The Greatest American Hero', (57137, 57140), 'PERSON']","['The Greatest American Hero', 3, 'ORG']"
Reach for the Top broadcasts for the first time on CBUT .,"['CBUT', (57254, 57254), 'PERSON']","['CBUT', 51, 'ORG']"
Marc Janko '' ( RB Salzburg ) '',"['RB Salzburg', (57292, 57293), 'ORG']","['RB Salzburg', 16, 'PERSON']"
The most recent record was at Killington Reservoir in August 1995 .,"['Killington Reservoir', (57342, 57343), 'LOC']","['Killington Reservoir', 30, 'ORG']"
Common Bengal Monitor ( Varanus bengalensis '' ),"['Common Bengal Monitor', (57564, 57566), 'ORG']","['Common Bengal Monitor', 0, 'PERSON']"
Common Bengal Monitor ( Varanus bengalensis '' ),"['Varanus bengalensis', (57568, 57569), 'ORG']","['Varanus bengalensis', 24, 'LOC']"
' '' Valerie 23 '' ' and ' '' Mary 25 '' ' from The Outer Limits '' .,"['The Outer Limits', (57956, 57958), 'PERSON']","['The Outer Limits', 48, 'ORG']"
It was examined by Bengel ( as August .,"['Bengel', (58089, 58089), 'PERSON']","['Bengel', 19, 'LOC']"
"Telenor ( 56.51 % ) , Alfa Group ( 43.49 % )","['Telenor', (58094, 58094), 'ORG']","['Telenor', 0, 'LOC']"
"Telenor ( 56.51 % ) , Alfa Group ( 43.49 % )","['Alfa Group', (58100, 58101), 'ORG']","['Alfa Group', 22, 'PERSON']"
Together with Hugues PanassiÃÂ© he initiated the Quintette du Hot Club de France with Django Reinhardt and Stephane Grappelli .,"['Stephane Grappelli', (58171, 58172), 'ORG']","['Stephane Grappelli', 108, 'PERSON']"
' '' Bad Cannstatt '' ',"['Bad Cannstatt', (58282, 58283), 'ORG']","['Bad Cannstatt', 5, 'PERSON']"
' '' Chip Ganassi Racing '' ',"['Chip Ganassi Racing', (58346, 58348), 'ORG']","['Chip Ganassi Racing', 5, 'PERSON']"
"In 1995 , the FFF officially re-instated the competition under its current name and the inaugural match was contested between Paris Saint-Germain and Nantes in January 1996 at the Stade Francis-Le BlÃÂ© in Brest .","['Nantes', (58480, 58480), 'ORG']","['Nantes', 150, 'LOC']"
''Cheers '' was aired by NCRV in the Netherlands .,"['NCRV', (58503, 58503), 'LOC']","['NCRV', 25, 'ORG']"
"It was formally described in 2002 by Marc van Roosmalen and Russell Mittermeier , and named after Prince Bernard of the Netherlands .","['Prince Bernard', (58678, 58679), 'ORG']","['Prince Bernard', 98, 'PERSON']"
Northern Exposure ( 41 / 11.2 ),"['Northern Exposure', (58684, 58685), 'PERSON']","['Northern Exposure', 0, 'ORG']"
"The son of an Episcopalian clergyman , he was born at Brechin , Forfarshire , in 1708 .","['Forfarshire', (58810, 58810), 'ORG']","['Forfarshire', 64, 'LOC']"
"*1931 - Perlis , by Bird and Roger Smith","['Bird', (58820, 58820), 'ORG']","['Bird', 20, 'PERSON']"
"Jason Conti Ã¢ÂÂ Arizona Diamondbacks , Tampa Bay Rays , Milwaukee Brewers , Texas Rangers","['Arizona Diamondbacks', (58865, 58866), 'ORG']","['Arizona Diamondbacks', 19, 'PERSON']"
"Jason Conti Ã¢ÂÂ Arizona Diamondbacks , Tampa Bay Rays , Milwaukee Brewers , Texas Rangers","['Milwaukee Brewers', (58872, 58873), 'ORG']","['Milwaukee Brewers', 59, 'PERSON']"
"Santo Domingo , Dominican Republic","['Santo Domingo', (58881, 58882), 'LOC']","['Santo Domingo', 0, 'ORG']"
"*Ã¢ÂÂFremdragningerÃ¢ÂÂ , Esbjerg Kunstmuseum , Esbjerg ( 1998 )","['Esbjerg Kunstmuseum', (58909, 58910), 'ORG']","['Esbjerg Kunstmuseum', 30, 'PERSON']"
'' Roar '' ( 1997 ),"['Roar', (58942, 58942), 'ORG']","['Roar', 3, 'LOC']"
"Kai Uldaler ( 2 ) , Pauli JÃÂ¸rgensen ( 2 )","['Kai Uldaler', (59117, 59118), 'ORG']","['Kai Uldaler', 0, 'PERSON']"
== Sambir Raion ( ÃÂ¡ÃÂ°ÃÂ¼ÃÂ±ÃÂÃÂÃÂÃÂÃÂºÃÂ¸ÃÂ¹ ÃÂÃÂ°ÃÂ¹ÃÂ¾ÃÂ½ ) ==,"['Sambir Raion', (59155, 59156), 'LOC']","['Sambir Raion', 3, 'ORG']"
'' Sasho Angelov '' ' Ã¢ÂÂ Flamurtari ( 2002 ),"['Flamurtari', (59168, 59168), 'ORG']","['Flamurtari', 29, 'LOC']"
In July 2012 he joined Rah Ahan .,"['Rah Ahan', (59223, 59224), 'ORG']","['Rah Ahan', 23, 'PERSON']"
Donovan Deekman - Naft Tehran - 2015,"['Naft Tehran', (59281, 59282), 'ORG']","['Naft Tehran', 18, 'PERSON']"
"Finkelstein , Israel ( 1996 ) .","['Finkelstein , Israel', (59405, 59407), 'PERSON']","['Finkelstein , Israel', 0, 'LOC']"
It is found in the Palestinian Territories and Israel .,"['Palestinian Territories', (59417, 59418), 'ORG']","['Palestinian Territories', 19, 'LOC']"
It is considered Least Concern ( not threatened ) by the IUCN .,"['Least Concern', (59498, 59499), 'ORG']","['Least Concern', 17, 'PERSON']"
The term was coined in 1968 by E.J. Corey .,"['E.J. Corey', (59613, 59614), 'ORG']","['E.J. Corey', 31, 'PERSON']"
"Vratislav GreÃÂ¡ko - Parma , 11 February , four-month loan","['Parma', (59756, 59756), 'ORG']","['Parma', 22, 'LOC']"
' '' Kingdom of Dahomey '' ' Ã¢ÂÂ Adandozan ( 1797Ã¢ÂÂ1818 ),"['Adandozan', (59771, 59771), 'PERSON']","['Adandozan', 36, 'LOC']"
"Nowe Miasto Lubawskie , Nowe Miasto County , Warmian-Masurian Voivodeship , Poland","['Nowe Miasto Lubawskie', (59847, 59849), 'LOC']","['Nowe Miasto Lubawskie', 0, 'PERSON']"
' '' Hypertensive crisis '' ',"['Hypertensive crisis', (59898, 59899), 'ORG']","['Hypertensive crisis', 5, 'LOC']"
Elijah H. Norton ( R-Missouri ),"['Elijah H. Norton', (59954, 59956), 'ORG']","['Elijah H. Norton', 0, 'PERSON']"
' '' Phish '' ',"['Phish', (60058, 60058), 'ORG']","['Phish', 5, 'LOC']"
Amreli ( 5 ) ===,"['Amreli', (60132, 60132), 'ORG']","['Amreli', 0, 'LOC']"
' '' Gilera '' ',"['Gilera', (60214, 60214), 'ORG']","['Gilera', 5, 'LOC']"
"Franklin Park ( 2010 CDP population of 13,295 )","['Franklin Park', (60226, 60227), 'LOC']","['Franklin Park', 0, 'PERSON']"
Turnovo won 5Ã¢ÂÂ4 on penalties .,"['Turnovo', (60283, 60283), 'ORG']","['Turnovo', 0, 'LOC']"
"West Palm Beach , Florida","['West Palm Beach', (60323, 60325), 'ORG']","['West Palm Beach', 0, 'LOC']"
Ainsi soit je ... '',"['Ainsi soit je ...', (60370, 60373), 'ORG']","['Ainsi soit je ...', 0, 'LOC']"
'' '6 August 2007 '' ' : JosÃÂ© Enrique was signed from Villarreal .,"['Villarreal', (60599, 60599), 'ORG']","['Villarreal', 57, 'LOC']"
Frontier Region Tank ( Jandola ),"['Frontier Region Tank', (60713, 60715), 'LOC']","['Frontier Region Tank', 0, 'ORG']"
Neil Bonnett 2 laps down,"['Neil Bonnett', (60819, 60820), 'ORG']","['Neil Bonnett', 0, 'PERSON']"
** Moonlight Rainbow Fountain installed .,"['Moonlight Rainbow Fountain', (60829, 60831), 'ORG']","['Moonlight Rainbow Fountain', 3, 'PERSON']"
"This species can be found in India , Thailand , Laos , Burma , Peninsular Malaya , Java , Sumatra and Borneo .","['Peninsular Malaya', (60876, 60877), 'ORG']","['Peninsular Malaya', 63, 'PERSON']"
so-called ''dicta '' of Saint Patrick .,"['Saint Patrick', (60974, 60975), 'PERSON']","['Saint Patrick', 24, 'LOC']"
"She proceeded through the Panama Canal to join the United States Pacific Fleet in Pearl Harbor , which she reached on 8 February .","['Panama Canal', (61041, 61042), 'LOC']","['Panama Canal', 26, 'ORG']"
"paraglided down from Alto Hospicio in Iquique , Chile .","['Alto Hospicio', (61100, 61101), 'LOC']","['Alto Hospicio', 21, 'PERSON']"
"Mont Aiguille , near Chichilianne , IsÃÂ¨re , which has a distinctive broad flat top ,","['Mont Aiguille', (61162, 61163), 'LOC']","['Mont Aiguille', 0, 'PERSON']"
'' Mid-South Wrestling Association | Universal Wrestling Federation '' ',"['Mid-South Wrestling Association', (61221, 61223), 'ORG']","['Mid-South Wrestling Association', 3, 'LOC']"
He was born at Nyons in DauphinÃÂ© .,"['Nyons', (61415, 61415), 'LOC']","['Nyons', 15, 'ORG']"
Relocated to Knowsley Safari Park .,"['Knowsley Safari Park', (61439, 61441), 'ORG']","['Knowsley Safari Park', 13, 'PERSON']"
He was the subject of This Is Your Life '' in 2001 when he was surprised by Michael Aspel at the Eden Project,"['This Is Your Life', (61829, 61832), 'PERSON']","['This Is Your Life', 22, 'ORG']"
' '' Eintracht Braunschweig '' ',"['Eintracht Braunschweig', (61854, 61855), 'ORG']","['Eintracht Braunschweig', 5, 'PERSON']"
"The 2012 circulation of the paper was 800,000 copies , reaching 40 % of the Austrian readers .","['Austrian', (61983, 61983), 'ORG']","['Austrian', 76, 'LOC']"
"After graduating , he became a member of the Kirov Opera in Saint Petersburg in 1981 .","['Kirov Opera', (62005, 62006), 'ORG']","['Kirov Opera', 45, 'LOC']"
"He and his family moved to Australia shortly after his birth , first living in Melbourne , then Canberra and finally settling in the North-West Sydney suburb of Quakers Hill in his teens .","['Quakers Hill', (62105, 62106), 'LOC']","['Quakers Hill', 161, 'ORG']"
"They deployed during June 1942 to Wellington , New Zealand .","['Wellington , New Zealand', (62227, 62230), 'ORG']","['Wellington , New Zealand', 34, 'LOC']"
"Miami , Florida , United States","['Miami , Florida', (62301, 62303), 'ORG']","['Miami , Florida', 0, 'LOC']"
"It lies in the La Paz Department , Murillo Province , at the border of the La Paz Municipality and the Palca Municipality .","['La Paz Department', (62340, 62342), 'LOC']","['La Paz Department', 15, 'ORG']"
' '' ImpÃÂ©rio '' ',"['ImpÃ\x83Â©rio', (62397, 62397), 'ORG']","['ImpÃ\x83Â©rio', 5, 'PERSON']"
"Traverse City , Cadillac and Cheboygan , Michigan","['Traverse City', (62491, 62492), 'ORG']","['Traverse City', 0, 'LOC']"
"Traverse City , Cadillac and Cheboygan , Michigan","['Cadillac', (62494, 62494), 'ORG']","['Cadillac', 16, 'LOC']"
** Scarce Tortoiseshell or Yellow-legged Tortoiseshell ( Nymphalis xanthomelas '' ),"['Scarce Tortoiseshell', (62646, 62647), 'ORG']","['Scarce Tortoiseshell', 3, 'PERSON']"
Sadus Ã¢ÂÂ Illusions '' ( 1988 ),"['Sadus', (62656, 62656), 'ORG']","['Sadus', 0, 'LOC']"
"His great-grandfather was Ulysses Burgh , Bishop of Ardagh .","['Bishop of Ardagh', (62696, 62698), 'PERSON']","['Bishop of Ardagh', 42, 'ORG']"
"After the Second World War was over , he moved to Metropolitan France .","['Metropolitan France', (62774, 62775), 'LOC']","['Metropolitan France', 50, 'ORG']"
"Justice , Oregon Department of ( Oregon Attorney General )","['Oregon Attorney General', (62881, 62883), 'PERSON']","['Oregon Attorney General', 33, 'ORG']"
